,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,REG_FEE,COMMIS,SALES_PRICE,Building_Age,YEAR_BUILD,YEAR OF SALES
1445,KK Nagar,2330,2009-01-04,1,4,2,6,Normal Sale,Yes,1993-05-04,Commercial,No Sewage,Gravel,RM,612818,158147,19768320,15,1993,2009
1446,Velachery,1673,2006-12-29,86,2,1,4,Adj Land,No,1962-09-01,House,ELO,No Access,RL,288431,127249,8483250,44,1962,2006
1447,Chrompet,1171,2010-02-19,10,1,1,3,Adj Land,No,2003-02-21,Commercial,All Pub,No Access,RM,449122,238596,14035050,6,2003,2010
1448,Velachery,1966,2005-06-13,60,3,2,5,AbNormal,No,1999-06-15,House,No Sewage,Gravel,C,317668,140148,9343170,5,1999,2005
1449,Karapakkam,850,2010-05-08,125,1,1,2,Family,Yes,1963-08-17,Commercial,All Pub,Gravel,A,323806,84471,7039250,46,1963,2010
1450,Anna Nagar,1622,2009-05-23,37,1,1,4,Normal Sale,No,1985-05-29,House,No Sewage,Gravel,RH,305338,124397,11308830,23,1985,2009
1451,Velachery,1938,2005-08-10,5,3,2,5,Adj Land,No,1971-10-17,House,All Pub,Gravel,RM,369739,231087,11554330,33,1971,2005
1452,Anna Nagar,1867,2007-06-12,138,2,1,5,Family,Yes,1983-12-12,House,No Sewage,Paved,RL,337695,108062,13507780,23,1983,2007
1453,Adyar,791,2010-07-12,72,1,1,2,Adj Land,Yes,1994-11-12,Others,No Sewage,No Access,A,242708,25548,6387040,15,1994,2010
1454,Anna Nagar,1958,2007-12-16,82,2,1,5,Family,No,1985-12-21,Commercial,No Sewage,No Access,RH,594051,118810,19801690,21,1985,2007
1455,Anna Nagar,1601,2008-09-24,108,1,1,4,AbNormal,No,1970-04-10,Others,No Sewage,Gravel,RL,505862,113819,12646540,38,1970,2008
1456,Karapakkam,1617,2009-03-09,160,2,2,4,Adj Land,Yes,1974-12-09,Commercial,No Sewage,Gravel,RM,521505,289725,14486250,34,1974,2009
1457,Chrompet,1015,2013-06-25,105,1,1,3,Normal Sale,No,1976-04-07,Commercial,No Sewage,Paved,RL,362010,58389,11677750,37,1976,2013
1458,T Nagar,1572,2012-04-03,111,1,1,4,Partial,Yes,1983-12-03,House,ELO,Gravel,RL,319140,208669,12274630,28,1983,2012
1459,T Nagar,1924,2007-03-19,139,2,1,5,Family,No,1975-03-27,Others,All Pub,Paved,RL,372072,179146,13780460,31,1975,2007
1460,T Nagar,1848,2013-05-21,33,2,1,5,Adj Land,No,1997-05-25,Others,ELO,Paved,RM,502253,221582,14772160,15,1997,2013
1461,Chrompet,1238,2012-12-16,34,2,1,4,Partial,Yes,2007-12-18,House,No Sewage,Gravel,RH,322053,171091,10064150,4,2007,2012
1462,T Nagar,1556,2014-05-04,188,1,1,4,Normal Sale,Yes,1988-11-04,House,No Sewage,No Access,RM,415316,232088,12215170,25,1988,2014
1463,Anna Nagar,1543,2012-01-30,97,1,1,4,Normal Sale,Yes,1999-02-02,Commercial,No Sewage,No Access,RL,578573,235045,18080410,12,1999,2012
1464,Anna Nagar,1534,2014-12-17,7,1,1,4,AbNormal,No,1988-12-23,Commercial,No Sewage,Paved,RL,692463,155804,17311570,25,1988,2014
1465,KK Nagar,1635,2009-02-09,46,2,1,4,Partial,No,1998-05-09,House,No Sewage,Paved,RL,293971,169256,8908220,10,1998,2009
1466,KK Nagar,1450,2011-05-09,120,2,1,4,Family,Yes,2000-07-09,Others,No Sewage,Gravel,RL,477595,244104,10613220,10,2000,2011
1467,Chrompet,1117,2009-12-13,152,1,1,3,Family,No,1972-12-22,Others,All Pub,Paved,RH,223631,91109,8282640,36,1972,2009
1468,Chrompet,953,2012-02-24,18,1,1,3,Partial,Yes,1991-01-03,House,No Sewage,No Access,RL,249555,96602,8050150,21,1991,2012
1469,Chrompet,742,2008-03-11,7,1,1,2,Family,Yes,1994-07-11,House,No Sewage,No Access,RL,238070,126475,7439700,13,1994,2008
1470,Karapakkam,820,2010-12-16,63,1,1,2,Family,Yes,2005-12-17,House,ELO,No Access,I,250045,76101,5435750,4,2005,2010
1471,Anna Nagar,1895,2009-10-20,194,2,1,5,Family,Yes,1978-10-28,House,No Sewage,Gravel,RL,344261,68852,13770420,30,1978,2009
1472,Anna Nagar,1717,2009-02-26,199,1,1,4,Family,Yes,1979-06-03,Commercial,No Sewage,Paved,RM,731893,203304,20330350,29,1979,2009
1473,Chrompet,790,2011-10-15,166,1,1,2,Adj Land,Yes,1977-10-23,Others,No Sewage,Gravel,RH,268584,86640,8664000,33,1977,2011
1474,Velachery,1885,2008-09-29,156,3,2,5,Adj Land,Yes,1953-10-13,Commercial,No Sewage,Paved,RL,590782,164106,16410600,54,1953,2008
1475,Velachery,1749,2012-01-03,181,2,1,4,Normal Sale,Yes,2003-04-03,Others,All Pub,Paved,RM,421703,111627,12403030,8,2003,2012
1476,Karapakkam,734,2010-01-05,151,1,1,2,Adj Land,No,1991-06-05,House,No Sewage,Gravel,RL,268090,100534,6702250,18,1991,2010
1477,Karapakkam,1624,2011-09-29,3,2,2,4,Normal Sale,No,1988-04-10,House,No Sewage,No Access,A,231480,43066,5383250,23,1988,2011
1478,Adyar,953,2009-01-04,63,1,1,3,Partial,Yes,1986-07-04,Others,No Sewage,Paved,I,329346,16467,8233645,22,1986,2009
1479,Chrompet,967,2008-10-10,158,1,1,3,Partial,Yes,1974-10-19,Others,ELO,Paved,RH,239229,41246,8249290,33,1974,2008
1480,Chrompet,961,2008-10-19,15,1,1,3,Adj Land,No,1989-10-24,House,No Sewage,Gravel,RL,218006,148244,8720250,18,1989,2008
1481,Karapakkam,1034,2010-06-08,73,1,1,3,AbNormal,Yes,1983-08-13,Others,No Sewage,No Access,I,256914,48936,6117000,26,1983,2010
1482,Velachery,1940,2007-11-05,89,3,2,5,Family,No,1998-05-13,House,ELO,Paved,RM,355462,172345,10771580,9,1998,2007
1483,Chrompet,753,2010-11-17,150,1,1,2,Family,No,1972-11-26,Commercial,ELO,Gravel,RH,250152,111179,9264900,37,1972,2010
1484,Karapakkam,755,2009-12-21,76,1,1,2,Adj Land,No,1981-12-28,Commercial,No Sewage,Paved,I,230826,135780,6789000,27,1981,2009
1485,Anna Nagar,1971,2007-07-02,72,2,1,5,Adj Land,No,1966-02-17,Commercial,ELO,No Access,RM,786861,170132,21266520,41,1966,2007
1486,Chrompet,1026,2013-05-16,29,1,1,3,Adj Land,Yes,1981-05-24,Commercial,All Pub,Paved,RH,319970,63994,12798800,31,1981,2013
1487,Karapakkam,1375,2010-08-09,151,2,2,4,AbNormal,No,1984-09-14,Others,No Sewage,Paved,A,242676,135447,5643625,25,1984,2010
1488,Karapakkam,728,2011-04-20,97,1,1,2,Adj Land,No,1978-04-28,House,No Sewage,No Access,A,135229,64675,2939750,32,1978,2011
1489,Anna Nagar,1807,2014-07-26,70,2,1,5,Adj Land,No,1988-01-08,Others,ELO,No Access,RL,468129,156043,13003580,26,1988,2014
1490,Karapakkam,1333,2010-12-12,31,2,2,4,Partial,No,2004-12-13,Commercial,No Sewage,No Access,RH,359585,174933,9718500,5,2004,2010
1491,Chrompet,1093,2013-02-04,142,1,1,3,AbNormal,Yes,1988-08-04,House,All Pub,Paved,RL,265752,104403,9491150,24,1988,2013
1492,Adyar,1191,2007-09-17,152,1,1,3,Partial,No,1984-09-22,Others,No Sewage,Paved,C,263226,100645,7741945,22,1984,2007
1493,T Nagar,1984,2010-05-16,156,2,1,5,Adj Land,Yes,2005-05-17,Others,All Pub,Gravel,RL,620346,301790,16766120,4,2005,2010
1494,Karapakkam,888,2012-03-14,9,1,1,2,Normal Sale,Yes,1979-03-23,House,No Sewage,Gravel,I,295447,64228,6422750,32,1979,2012
1495,Chrompet,1100,2014-04-08,102,1,1,3,AbNormal,Yes,1990-10-08,Commercial,No Sewage,Gravel,RM,444780,222390,14826000,23,1990,2014
1496,Chrompet,1294,2010-02-12,90,2,1,4,AbNormal,Yes,1990-07-12,Commercial,No Sewage,Gravel,RH,440783,258390,15199400,19,1990,2010
1497,Velachery,1904,2010-08-28,89,3,2,5,Adj Land,No,1957-10-09,Others,ELO,Paved,RH,392282,110644,10058510,52,1957,2010
1498,Karapakkam,1045,2010-06-05,34,1,1,3,Family,Yes,1992-10-05,Others,ELO,Paved,RM,419630,128458,8563875,17,1992,2010
1499,Karapakkam,1253,2011-01-14,200,1,1,3,Partial,No,2004-01-16,House,No Sewage,Paved,I,217323,120735,6036750,6,2004,2011
1500,KK Nagar,1472,2010-01-26,138,2,1,4,AbNormal,No,1985-01-02,Commercial,No Sewage,Gravel,RL,514242,184600,13185700,25,1985,2010
1501,Anna Nagar,1765,2008-07-11,97,1,1,4,Family,No,1971-11-17,Commercial,All Pub,Gravel,RM,650414,121953,20325440,36,1971,2008
1502,T Nagar,1634,2012-08-09,65,1,1,4,AbNormal,Yes,1981-09-16,House,No Sewage,Gravel,RM,469968,147704,13427670,30,1981,2012
1503,KK Nagar,1823,2010-10-04,52,3,2,5,Family,Yes,1985-04-16,Commercial,All Pub,Gravel,RL,516554,371273,16142300,25,1985,2010
1504,KK Nagar,2404,2008-06-03,71,4,2,6,Partial,Yes,2000-08-03,Others,All Pub,Paved,RL,554568,229943,13526040,7,2000,2008
1505,Chrompet,985,2009-10-27,2,1,1,3,Adj Land,No,1982-03-11,House,All Pub,Gravel,RM,239336,153175,9573450,27,1982,2009
1506,Chrompet,826,2014-01-18,116,1,1,3,Family,Yes,1994-01-23,House,All Pub,Paved,RM,255931,36562,9140400,19,1994,2014
1507,Chrompet,705,2009-01-01,110,1,1,2,Adj Land,No,1991-06-01,House,All Pub,Paved,RL,194888,112436,7495700,17,1991,2009
1508,Chrompet,987,2008-03-22,9,1,1,3,Partial,No,1997-03-25,House,No Sewage,No Access,RL,185396,51911,7415850,10,1997,2008
1509,KK Nagar,1625,2008-07-20,100,2,1,4,Adj Land,Yes,1980-07-27,Others,No Sewage,Paved,RH,306962,184177,10232060,27,1980,2008
1510,Velachery,1729,2010-09-10,56,2,1,4,Partial,Yes,1995-10-13,House,All Pub,No Access,A,291940,149713,7485650,14,1995,2010
1511,Anna Nagar,1791,2011-09-08,165,1,1,4,AbNormal,Yes,2003-11-08,Commercial,No Sewage,Paved,RH,809394,121409,20234860,7,2003,2011
1512,Chrompet,1019,2014-09-19,16,1,1,3,Normal Sale,Yes,1993-09-24,Others,All Pub,Gravel,RL,278526,123789,10315780,20,1993,2014
1513,Chrompet,1212,2012-09-12,43,2,1,4,Normal Sale,No,1984-12-16,Commercial,No Sewage,No Access,RH,396262,111449,12383200,27,1984,2012
1514,Adyar,1234,2008-03-19,129,2,2,4,Normal Sale,No,1992-03-23,Others,All Pub,No Access,A,222457,96398,7415240,15,1992,2008
1515,Karapakkam,850,2011-01-10,114,1,1,2,Normal Sale,No,2003-03-10,Others,ELO,No Access,A,117538,67673,3561750,7,2003,2011
1516,Adyar,662,2010-09-25,138,1,1,2,Adj Land,Yes,1983-02-10,Commercial,No Sewage,Gravel,A,265443,26544,8848105,27,1983,2010
1517,Karapakkam,1555,2010-07-23,113,2,2,4,Normal Sale,No,1972-01-08,Commercial,No Sewage,No Access,A,297347,139928,8745500,38,1972,2010
1518,Anna Nagar,1711,2014-02-06,7,1,1,4,Family,Yes,1985-09-06,House,ELO,No Access,RH,302833,145808,11216030,28,1985,2014
1519,Chrompet,1064,2009-01-15,68,1,1,3,AbNormal,Yes,1973-01-24,Commercial,All Pub,No Access,RM,422925,39649,13216400,35,1973,2009
1520,Chrompet,816,2011-06-08,123,1,1,3,Normal Sale,Yes,1979-08-14,House,No Sewage,No Access,RM,246834,32911,8227800,31,1979,2011
1521,Adyar,1252,2007-08-29,15,2,2,4,Family,Yes,1995-01-09,House,ELO,No Access,I,324132,85298,8529780,12,1995,2007
1522,Velachery,1917,2012-02-17,200,3,2,5,AbNormal,No,1984-02-24,House,ELO,No Access,I,280961,72247,8027460,27,1984,2012
1523,Chrompet,1013,2009-03-05,63,1,1,3,AbNormal,Yes,1992-07-05,House,All Pub,Gravel,RM,333797,93880,10431150,16,1992,2009
1524,Chrompet,1080,2010-11-19,4,1,1,3,Family,No,1996-11-22,House,No Sewage,No Access,RM,266211,108148,8319100,13,1996,2010
1525,Karapakkam,627,2009-10-27,154,1,1,2,Adj Land,No,1999-10-30,Others,No Sewage,No Access,RM,280401,118391,6231125,9,1999,2009
1526,Chrompet,1058,2014-02-07,200,1,1,3,Partial,Yes,1987-09-07,Commercial,ELO,Paved,RH,402503,48788,12197050,26,1987,2014
1527,Chrompet,951,2010-11-16,117,1,1,3,Partial,No,1985-11-22,Commercial,No Sewage,Gravel,RL,325398,162699,11621350,24,1985,2010
1528,Anna Nagar,1823,2012-02-27,45,2,1,5,Adj Land,No,1991-04-03,Others,All Pub,Paved,RH,497660,134503,13450260,20,1991,2012
1529,Karapakkam,575,2011-11-22,86,1,1,2,Family,No,2002-11-24,House,All Pub,Gravel,A,131183,43728,3975250,8,2002,2011
1530,Chrompet,737,2014-10-10,93,1,1,2,AbNormal,Yes,1987-10-17,Commercial,No Sewage,No Access,RH,312030,113465,9455450,26,1987,2014
1531,Adyar,706,2006-12-25,23,1,1,2,AbNormal,No,1981-12-31,Others,ELO,Paved,A,197132,5055,5054675,24,1981,2006
1532,Karapakkam,1109,2012-02-19,7,1,1,3,Normal Sale,No,1988-02-25,House,No Sewage,Gravel,A,176987,130138,5205500,23,1988,2012
1533,Chrompet,1211,2011-08-10,170,2,1,4,Adj Land,No,2000-10-10,House,ELO,Gravel,RH,239519,27637,9212250,10,2000,2011
1534,Karapakkam,1450,2011-09-15,114,2,2,4,Normal Sale,No,1972-09-24,House,No Sewage,Gravel,I,282500,117134,6890250,38,1972,2011
1535,Adyar,1277,2007-03-06,48,2,2,4,Partial,No,1979-10-06,Commercial,ELO,Gravel,I,503434,176882,13606320,27,1979,2007
1536,T Nagar,1568,2010-08-14,120,1,1,4,Adj Land,No,1993-08-18,Others,All Pub,Gravel,RH,320072,153635,12802880,16,1993,2010
1537,Adyar,995,2009-10-05,16,1,1,3,AbNormal,No,1970-05-20,Commercial,All Pub,Gravel,RH,389504,48688,12171985,39,1970,2009
1538,Karapakkam,1304,2009-11-12,80,1,1,3,AbNormal,Yes,1971-12-21,Others,No Sewage,Paved,C,295746,154595,6721500,37,1971,2009
1539,Karapakkam,561,2010-12-26,115,1,1,2,Family,No,1976-04-01,House,All Pub,Gravel,I,235188,79964,4703750,34,1976,2010
1540,Karapakkam,831,2010-02-25,63,1,1,2,Adj Land,No,1977-05-03,House,No Sewage,Gravel,RH,304163,66916,6083250,32,1977,2010
1541,Anna Nagar,1811,2013-06-07,143,2,1,5,Family,Yes,1986-07-13,House,No Sewage,Gravel,RL,432321,216161,13510040,26,1986,2013
1542,KK Nagar,1563,2009-03-12,122,2,1,4,AbNormal,No,1990-08-12,Commercial,No Sewage,Paved,RM,429046,221443,13840180,18,1990,2009
1543,Chrompet,1107,2008-06-21,36,1,1,3,Partial,No,2001-06-23,Commercial,No Sewage,Gravel,RL,358626,39847,13282450,6,2001,2008
1544,Chrompet,910,2013-11-06,10,1,1,3,Partial,No,1992-06-16,House,ELO,Gravel,RL,243280,102021,7847750,21,1992,2013
1545,T Nagar,1512,2010-10-14,163,1,1,4,Partial,Yes,2003-10-16,Commercial,All Pub,Paved,RL,537406,148250,18531240,6,2003,2010
1546,Chrompet,1061,2010-02-14,141,1,1,3,Adj Land,Yes,1975-02-23,Others,No Sewage,Paved,RM,304066,73395,10485020,34,1975,2010
1547,Velachery,1851,2006-09-28,100,3,2,5,Partial,No,1990-02-10,Others,ELO,Paved,RM,356633,200606,11144770,16,1990,2006
1548,Anna Nagar,1655,2013-02-05,157,1,1,4,AbNormal,Yes,1989-08-05,Commercial,No Sewage,Gravel,RM,658772,144106,20586630,23,1989,2013
1549,Karapakkam,895,2011-10-19,44,1,1,3,Adj Land,No,1963-10-31,House,ELO,Gravel,I,168563,48938,5437500,47,1963,2011
1550,Karapakkam,1192,2009-12-31,146,1,1,3,Adj Land,No,2001-02-01,Others,ELO,Paved,RM,414228,120817,8629750,8,2001,2009
1551,Velachery,1670,2009-11-10,197,2,1,4,Partial,No,1970-10-21,Others,No Sewage,No Access,RH,252573,57033,8147530,39,1970,2009
1552,Anna Nagar,1532,2011-03-07,153,1,1,4,Normal Sale,No,1986-09-07,House,All Pub,Paved,RL,395546,67808,11301300,24,1986,2011
1553,Velachery,1896,2006-04-19,188,3,2,5,Family,No,1993-04-22,Others,All Pub,No Access,RH,386563,109030,9911860,12,1993,2006
1554,Karapakkam,1296,2011-07-24,166,1,1,3,Partial,Yes,2000-07-26,Others,All Pub,No Access,C,281102,78447,6537250,10,2000,2011
1555,KK Nagar,2045,2009-11-22,161,3,2,5,Family,Yes,1996-11-25,Commercial,No Sewage,Paved,RL,559590,406974,16957260,12,1996,2009
1556,Adyar,722,2012-03-16,22,1,1,2,Partial,No,2003-03-19,House,No Sewage,Paved,C,201816,10622,5310935,8,2003,2012
1557,Adyar,637,2011-08-30,197,1,1,2,Partial,Yes,2000-01-09,Commercial,All Pub,Paved,RL,391348,42308,10576965,11,2000,2011
1558,Velachery,1519,2007-08-01,109,2,1,4,Partial,Yes,1963-01-19,Commercial,All Pub,No Access,RH,405836,114141,12682380,44,1963,2007
1559,Karapakkam,1107,2010-12-11,41,1,1,3,AbNormal,No,1964-11-23,House,No Sewage,Gravel,A,178480,89240,4462000,46,1964,2010
1560,Anna Nagar,1788,2007-07-30,113,1,1,4,Partial,Yes,1982-05-08,House,All Pub,Paved,RM,516103,176561,13581650,25,1982,2007
1561,Karapakkam,923,2010-10-02,75,1,1,3,Family,Yes,1997-02-13,Commercial,No Sewage,Paved,A,257136,80814,7346750,13,1997,2010
1562,Chrompet,1261,2011-02-02,181,2,1,4,Adj Land,Yes,1990-07-02,House,No Sewage,Paved,RH,294683,127696,9822750,20,1990,2011
1563,T Nagar,1773,2010-10-06,182,1,1,4,Normal Sale,No,1977-06-18,Others,No Sewage,Gravel,RM,423038,267924,14101250,33,1977,2010
1564,Chrompet,1104,2010-05-24,124,1,1,3,Partial,Yes,2005-05-25,Others,All Pub,Paved,RH,281829,145773,9718230,4,2005,2010
1565,Chrompet,883,2013-03-10,31,1,1,3,Adj Land,No,1976-12-10,House,No Sewage,No Access,RM,210096,108939,7781350,36,1976,2013
1566,Karapakkam,1639,2010-01-21,7,2,2,4,Adj Land,Yes,1972-01-31,Others,No Sewage,No Access,RH,272602,193460,8793625,37,1972,2010
1567,Karapakkam,910,2011-12-15,190,1,1,3,Adj Land,No,1961-12-27,Others,All Pub,Paved,I,173685,140069,5602750,49,1961,2011
1568,Karapakkam,1572,2012-09-01,152,2,2,4,Adj Land,Yes,1964-01-21,Others,No Sewage,No Access,A,308867,147719,6714500,48,1964,2012
1569,KK Nagar,1854,2011-02-11,139,3,2,5,Partial,Yes,2002-04-11,Others,No Sewage,Paved,RH,437922,229909,10948060,8,2002,2011
1570,Karapakkam,1219,2009-10-29,27,1,1,3,Family,Yes,1974-07-11,Others,No Sewage,No Access,C,279362,89158,5943875,35,1974,2009
1571,Adyar,1033,2010-06-30,18,1,1,3,Family,Yes,1977-08-07,House,No Sewage,Paved,I,264785,40119,8023795,32,1977,2010
1572,Adyar,861,2008-03-06,153,1,1,3,Adj Land,Yes,2003-05-06,House,ELO,Paved,C,235199,98632,7587075,4,2003,2008
1573,Chrompet,963,2007-02-20,170,1,1,3,Family,Yes,1971-01-03,House,No Sewage,Paved,RH,222432,103272,7944000,36,1971,2007
1574,Velachery,1537,2005-02-24,71,2,1,4,Family,No,1960-07-03,Others,All Pub,Gravel,A,298736,97089,7468400,44,1960,2005
1575,Karapakkam,1579,2011-08-04,118,2,2,4,Family,No,1965-04-19,Commercial,All Pub,Paved,A,345710,93435,9343500,46,1965,2011
1576,T Nagar,1925,2008-03-15,35,2,1,5,Partial,Yes,1981-03-22,House,ELO,Paved,RH,317209,203013,12688340,26,1981,2008
1577,Karapakkam,1584,2012-07-02,86,2,2,4,AbNormal,No,2001-09-02,Commercial,No Sewage,No Access,I,482782,209905,10495250,10,2001,2012
1578,T Nagar,1829,2007-07-04,31,2,1,5,Family,Yes,1999-09-04,House,No Sewage,Paved,RM,512246,227665,14229060,7,1999,2007
1579,Velachery,1761,2008-12-21,5,2,1,4,AbNormal,No,1956-04-01,Commercial,No Sewage,No Access,A,386251,159044,11360310,52,1956,2008
1580,Karapakkam,1204,2010-05-08,150,1,1,3,AbNormal,Yes,1989-10-08,Others,No Sewage,No Access,RH,268281,149045,7452250,20,1989,2010
1581,Chrompet,1165,2012-07-11,108,1,1,3,Partial,No,1973-11-17,House,No Sewage,No Access,RM,262280,98355,8196250,38,1973,2012
1582,Chrompet,1109,2007-05-18,48,1,1,3,Adj Land,No,1989-05-22,House,ELO,Paved,RL,235275,34856,8713900,17,1989,2007
1583,Chrompet,818,2013-03-26,66,1,1,3,Adj Land,Yes,2006-03-28,Commercial,All Pub,Paved,RH,305559,188036,11752250,6,2006,2013
1584,T Nagar,1600,2014-12-23,153,1,1,4,Partial,No,2003-12-26,House,ELO,Gravel,RM,415246,195410,12213120,10,2003,2014
1585,Karapakkam,1170,2010-04-06,160,1,1,3,Adj Land,No,1981-11-06,Others,No Sewage,Paved,RM,407803,141483,8322500,28,1981,2010
1586,Chrompet,1288,2009-04-20,78,2,1,4,Family,No,1981-04-27,House,No Sewage,No Access,RM,232310,151895,8935000,27,1981,2009
1587,Anna Nagar,1598,2011-06-01,104,1,1,4,Family,Yes,1986-12-01,House,No Sewage,Gravel,RM,454192,66793,13358600,24,1986,2011
1588,Chrompet,722,2012-10-11,142,1,1,2,Family,No,1978-11-19,Others,All Pub,Paved,RH,168850,32471,6494240,33,1978,2012
1589,Chrompet,798,2013-06-18,172,1,1,2,Partial,No,1988-06-24,House,All Pub,No Access,RL,194585,71348,6486150,24,1988,2013
1590,Karapakkam,933,2010-09-01,15,1,1,3,Normal Sale,Yes,1990-01-14,Commercial,All Pub,Gravel,C,349800,139920,8745000,20,1990,2010
1591,Chrompet,1086,2012-04-18,124,1,1,3,Adj Land,Yes,2008-04-19,Commercial,ELO,Paved,RL,434676,182283,14021800,3,2008,2012
1592,KK Nagar,1952,2011-08-17,0,3,2,5,Adj Land,No,1983-08-24,House,No Sewage,Paved,RH,483558,145067,9671160,27,1983,2011
1593,Chrompet,1052,2011-08-22,113,1,1,3,Partial,No,1976-08-30,Others,No Sewage,Paved,RH,196787,47229,7871490,34,1976,2011
1594,Velachery,1786,2012-03-13,22,2,1,4,Partial,No,1998-03-17,Commercial,No Sewage,Paved,RH,454563,113641,14205080,13,1998,2012
1595,Karapakkam,1652,2009-11-30,107,2,2,4,Adj Land,No,2001-02-12,Others,No Sewage,Paved,A,224464,105218,7014500,8,2001,2009
1596,Karapakkam,1607,2011-04-13,105,2,2,4,Partial,Yes,1966-04-24,House,No Sewage,Paved,A,186818,137000,6227250,44,1966,2011
1597,Chrompet,1229,2008-06-21,20,2,1,4,AbNormal,No,1983-06-28,House,All Pub,No Access,RH,222515,79470,7946950,24,1983,2008
1598,T Nagar,1902,2011-03-13,130,2,1,5,AbNormal,No,1982-03-20,Commercial,All Pub,Paved,RH,544913,262366,20181980,28,1982,2011
1599,Velachery,1677,2010-07-21,22,2,1,4,Normal Sale,No,1984-07-27,Commercial,All Pub,Gravel,A,406252,165040,12695370,25,1984,2010
1600,Chrompet,979,2014-04-09,9,1,1,3,Adj Land,Yes,2005-06-09,House,No Sewage,No Access,RL,250856,98551,8959150,8,2005,2014
1601,Adyar,655,2008-12-30,25,1,1,2,Family,No,1973-08-01,Commercial,ELO,No Access,RH,253588,47548,7924640,35,1973,2008
1602,Chrompet,947,2006-05-12,110,1,1,3,Family,Yes,1966-12-15,Commercial,ELO,Paved,RL,320431,189885,11867800,39,1966,2006
1603,Velachery,1882,2011-08-28,179,3,2,5,Partial,No,1960-09-09,Commercial,ELO,Paved,A,434072,210835,12402070,50,1960,2011
1604,Chrompet,963,2015-01-29,97,1,1,3,Partial,Yes,1999-02-02,House,No Sewage,No Access,RL,223031,107385,8260400,15,1999,2015
1605,Chrompet,1055,2007-01-20,7,1,1,3,Normal Sale,Yes,1987-01-25,Commercial,No Sewage,No Access,RH,350001,181035,12069000,19,1987,2007
1606,Karapakkam,1390,2010-03-01,6,2,2,4,Partial,No,1971-01-13,Others,No Sewage,No Access,I,291085,106929,5940500,39,1971,2010
1607,Velachery,1599,2009-07-02,65,2,1,4,Adj Land,Yes,1978-02-15,Others,No Sewage,No Access,A,295614,55927,7989570,31,1978,2009
1608,Karapakkam,1591,2009-03-11,184,2,2,4,Normal Sale,No,1987-09-11,House,ELO,Paved,RM,395595,87910,8791000,21,1987,2009
1609,Karapakkam,1265,2009-11-30,81,1,1,3,Family,Yes,1985-06-12,Commercial,ELO,Paved,I,401080,90243,10027000,24,1985,2009
1610,Adyar,870,2009-12-08,5,1,1,3,AbNormal,Yes,1975-08-21,Commercial,All Pub,Paved,I,411107,44444,11111010,34,1975,2009
1611,Adyar,1122,2009-02-11,178,1,1,3,Normal Sale,Yes,1996-05-11,Others,All Pub,No Access,C,292369,17198,8599095,12,1996,2009
1612,Adyar,613,2011-07-05,172,1,1,2,AbNormal,Yes,1977-05-15,Others,No Sewage,Paved,I,241316,73735,6703210,34,1977,2011
1613,Velachery,1670,2006-05-26,52,2,1,4,AbNormal,Yes,1994-05-29,House,ELO,Paved,A,309829,81534,8153390,11,1994,2006
1614,KK Nagar,1338,2009-12-25,116,2,1,4,Normal Sale,No,2000-12-27,Commercial,All Pub,Gravel,RL,411103,231246,12846980,8,2000,2009
1615,KK Nagar,1319,2010-12-15,129,1,1,3,AbNormal,No,1980-12-22,Others,No Sewage,Paved,RH,375685,86095,7826780,29,1980,2010
1616,KK Nagar,1710,2011-01-18,130,2,1,4,Family,Yes,2004-01-20,House,No Sewage,Paved,RM,395213,197607,10978140,6,2004,2011
1617,Anna Nagar,1938,2008-05-04,71,2,1,5,Partial,Yes,1964-04-16,House,ELO,No Access,RH,342263,118022,11802180,44,1964,2008
1618,Karapakkam,1058,2011-09-29,39,1,1,3,Normal Sale,Yes,1994-03-10,Others,No Sewage,No Access,RM,260044,159382,8388500,17,1994,2011
1619,Chrompet,1251,2011-02-28,133,2,1,4,AbNormal,No,1976-08-03,Commercial,All Pub,Gravel,RL,370236,213598,14239850,34,1976,2011
1620,Anna Nagar,1710,2013-07-17,32,1,1,4,Partial,No,1974-07-27,Commercial,No Sewage,Gravel,RH,603899,347700,18299980,38,1974,2013
1621,Adyar,617,2011-05-16,89,1,1,2,Partial,No,1975-05-25,Others,No Sewage,Paved,C,186882,54097,4917940,35,1975,2011
1622,Adyar,916,2007-12-05,107,1,1,3,Partial,No,1969-05-21,Others,All Pub,Gravel,A,228552,30885,6177070,38,1969,2007
1623,Chrompet,1027,2014-03-13,47,1,1,3,Family,No,1978-03-22,House,ELO,No Access,RM,207122,61370,7671200,35,1978,2014
1624,Adyar,1223,2008-01-30,99,2,2,4,Partial,No,1978-06-02,Others,All Pub,No Access,A,248308,27590,6897450,29,1978,2008
1625,KK Nagar,1422,2011-10-13,113,2,1,4,Family,Yes,1992-10-17,Commercial,No Sewage,Paved,RM,683088,153346,13940580,18,1992,2011
